Id,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain
4785,1970,PhD,77622,4/14/2014,3,520,7,154,19,0,2,6,11,3,0,0
8461,1962,Graduation,46102,10/3/2014,3,14,0,1,0,0,1,1,2,7,0,0
3878,1980,2n Cycle,31859,2/27/2014,3,3,4,7,15,8,1,1,3,7,0,0
9612,1987,2n Cycle,23830,7/2/2014,3,1,8,6,4,8,1,1,3,7,0,0
4098,1973,Graduation,24639,1/28/2014,3,20,3,16,0,4,3,2,4,6,0,0
158,1945,PhD,71604,11/17/2013,3,345,53,528,98,75,1,8,5,4,1,0
3896,1984,Graduation,27255,7/11/2013,3,22,1,11,0,1,1,1,3,7,0,0
9970,1977,Graduation,55375,10/17/2013,3,42,11,57,10,28,1,1,6,2,0,0
4002,1960,PhD,77037,10/13/2013,3,463,96,333,168,53,1,7,12,3,0,0
10914,1970,Graduation,24163,12/10/2013,3,4,1,7,2,1,2,1,3,4,0,0
7279,1969,PhD,69476,9/30/2013,3,260,86,559,63,9,1,4,4,2,0,0
10582,1979,Graduation,72063,3/7/2013,3,180,32,348,76,32,2,5,12,2,0,0
4470,1962,Master,58646,10/6/2013,3,62,1,44,6,5,1,2,4,4,0,0
6183,1962,Master,58646,10/6/2013,3,62,1,44,6,5,1,2,4,4,0,0
6379,1949,Master,47570,5/29/2013,3,67,1,20,0,2,3,2,2,7,1,0
8601,1980,Graduation,80011,4/29/2013,3,421,76,536,82,178,2,8,5,4,0,0
4827,1956,PhD,54998,10/3/2013,3,154,22,202,39,30,5,4,9,4,1,0
6715,1948,PhD,60200,2/1/2013,3,502,19,132,0,6,6,6,11,6,0,0
10676,1982,Graduation,63211,2/11/2012,3,145,193,459,205,26,2,3,7,2,1,0
1041,1973,PhD,48432,10/18/2012,3,322,3,50,4,3,5,7,6,8,1,0
492,1973,PhD,48432,10/18/2012,3,322,3,50,4,3,5,7,6,8,0,0
11133,1973,PhD,48432,10/18/2012,3,322,3,50,4,3,5,7,6,8,1,0
4491,1949,Master,62845,1/10/2012,3,1099,0,45,0,0,11,3,10,8,0,0
873,1949,Master,62845,1/10/2012,3,1099,0,45,0,0,11,3,10,8,1,0
1631,1965,PhD,65220,3/9/2012,3,890,63,292,0,25,4,8,7,6,1,0
8278,1990,PhD,74214,8/26/2012,3,863,83,547,86,99,1,8,5,5,0,0
6815,1980,2n Cycle,96547,5/23/2014,4,448,21,125,52,101,0,7,8,2,1,0
254,1955,Graduation,53863,5/17/2014,4,399,4,30,6,4,3,7,7,7,0,0
1349,1970,Graduation,50447,4/21/2014,4,85,7,24,2,3,1,3,3,6,0,0
2534,1953,Graduation,37716,4/21/2014,4,97,1,41,6,2,2,4,3,7,0,0
2130,1982,Graduation,45203,3/23/2014,4,35,3,67,10,8,1,3,3,6,1,0
2296,1975,Master,37368,12/16/2013,4,3,2,11,2,2,1,1,2,6,0,0
3799,1955,Graduation,67225,11/26/2013,4,315,35,322,46,7,3,7,11,5,0,0
11084,1976,Master,65104,11/14/2013,4,738,0,232,13,20,2,3,7,7,1,0
5172,1976,Master,65104,11/14/2013,4,738,0,232,13,20,2,3,7,7,0,0
9504,1949,Master,81698,6/11/2013,4,179,28,520,111,123,1,3,13,1,1,0
850,1968,Graduation,70566,6/10/2013,4,381,28,215,84,28,2,6,9,3,0,0
4477,1958,Graduation,69096,9/27/2013,4,247,49,159,7,82,1,5,10,4,0,0
1945,1962,Graduation,71434,9/18/2013,4,711,36,217,172,96,3,7,7,4,0,0
7685,1978,Graduation,33039,9/9/2013,4,30,8,12,8,8,1,2,4,5,0,0
6310,1978,Graduation,33039,9/9/2013,4,30,8,12,8,8,1,2,4,5,0,0
10832,1958,Graduation,46610,7/18/2013,4,288,10,30,4,10,1,6,6,6,0,0
3025,1958,Graduation,49967,8/7/2013,4,212,6,69,4,12,3,6,5,7,0,0
2404,1976,Graduation,53359,5/27/2013,4,173,4,30,3,6,4,5,4,7,0,0
8581,1971,Master,49505,5/3/2013,4,604,0,100,19,0,9,10,8,8,0,0
8755,1946,Master,68657,2/20/2013,4,482,34,471,119,68,1,3,9,7,0,0
10177,1954,Graduation,72071,2/14/2013,4,531,69,300,150,138,3,5,8,2,0,0
2429,1954,Graduation,72071,2/14/2013,4,531,69,300,150,138,3,5,8,2,0,0
8920,1967,Master,59235,12/1/2013,4,448,40,469,80,0,3,11,12,7,0,0
8430,1957,Graduation,21994,12/24/2012,4,9,0,6,3,1,1,0,3,5,0,0
8619,1957,Graduation,21994,12/24/2012,4,9,0,6,3,1,1,0,3,5,0,0
8996,1957,PhD,,11/19/2012,4,230,42,192,49,37,12,7,8,9,0,0
7233,1972,Graduation,69209,9/17/2012,4,496,32,849,229,48,2,5,6,4,0,0
6678,1989,Graduation,31928,3/28/2014,5,33,4,24,4,2,2,3,4,7,0,0
830,1987,PhD,74004,2/24/2014,5,784,48,560,42,176,1,4,4,3,1,0
6365,1987,2n Cycle,30390,2/9/2013,5,10,12,12,25,1,1,2,3,6,0,0
6770,1985,Graduation,21355,8/20/2013,5,5,13,14,0,5,2,2,2,6,1,0
2261,1969,Graduation,26304,6/23/2013,5,4,1,5,2,0,1,1,2,7,0,0
1031,1989,2n Cycle,85710,5/5/2013,5,600,20,350,29,30,1,6,10,2,0,0
10089,1974,Graduation,102692,5/4/2013,5,168,148,444,32,172,1,6,13,2,1,0
9256,1971,Graduation,58350,4/1/2013,5,493,26,206,116,80,4,8,12,6,0,0
10641,1978,Graduation,7500,12/27/2012,5,6,5,4,13,4,4,2,3,6,0,0
624,1984,Master,18890,10/11/2012,5,6,4,1,7,2,1,0,2,6,1,0
4211,1986,Basic,20425,10/29/2012,5,4,12,5,3,16,2,2,3,7,0,0
1407,1986,Basic,20425,10/29/2012,5,4,12,5,3,16,2,2,3,7,0,0
10356,1957,PhD,41437,9/22/2012,5,29,0,2,0,0,1,1,3,7,0,0
9323,1949,Master,49912,7/9/2012,5,520,8,223,32,49,4,10,7,8,1,0
1146,1949,Master,49912,7/9/2012,5,520,8,223,32,49,4,10,7,8,1,0
6343,1959,Graduation,79823,3/31/2014,6,835,73,380,114,73,1,6,7,2,0,0
8545,1954,Graduation,85683,3/21/2014,6,1296,17,311,45,69,1,2,10,1,1,0
8275,1965,PhD,47025,9/2/2014,6,16,0,3,0,0,1,1,2,7,0,0
10673,1976,PhD,68397,11/17/2013,6,760,80,466,17,13,1,6,5,3,0,0
8799,1984,PhD,38175,9/23/2013,6,70,6,69,2,3,3,3,4,7,0,0
67,1972,Master,46423,9/18/2013,6,68,0,16,0,0,3,2,4,7,0,0
9923,1972,Master,46423,9/18/2013,6,68,0,16,0,0,3,2,4,7,0,0
2814,1976,Master,30560,6/27/2013,6,9,1,5,4,5,1,1,3,7,0,0
2711,1976,Master,30560,6/27/2013,6,9,1,5,4,5,1,1,3,7,0,0
4320,1979,Graduation,60152,3/28/2013,6,325,83,300,86,58,1,6,12,3,0,0
10451,1965,Graduation,29672,12/3/2013,6,9,1,3,0,4,1,0,3,6,0,0
4198,1965,Graduation,29672,12/3/2013,6,9,1,3,0,4,1,0,3,6,0,0
10814,1947,Graduation,70321,1/16/2013,6,303,23,751,82,26,1,6,13,4,1,0
944,1962,Graduation,56181,8/1/2013,6,121,103,69,8,44,1,4,7,4,0,0
8151,1990,Basic,24279,12/29/2012,6,16,36,21,20,62,1,4,3,8,0,0
6184,1969,PhD,68462,12/12/2012,6,561,64,785,84,128,1,3,8,1,0,0
3498,1976,PhD,55424,11/25/2012,6,462,61,184,10,53,4,7,9,6,1,0
2870,1973,Graduation,49094,9/21/2012,6,376,0,38,11,8,5,6,6,6,0,0
7342,1961,2n Cycle,59184,9/9/2012,6,341,142,113,259,151,3,6,12,5,0,0
1911,1987,Graduation,67430,5/9/2012,6,595,97,291,127,133,1,11,12,6,0,0
10862,1960,Master,30522,8/17/2012,6,179,8,83,19,11,5,1,9,2,0,0
2546,1977,2n Cycle,31878,6/22/2014,7,23,4,5,10,5,1,1,4,3,0,0
3005,1992,Graduation,83528,1/5/2014,7,530,117,678,134,44,1,4,8,1,1,0
8318,1979,Graduation,90300,3/1/2014,7,594,134,786,33,134,0,5,8,1,0,0
2930,1978,Master,68092,12/16/2013,7,852,60,207,78,36,2,2,10,5,0,0
8216,1972,Master,53761,11/10/2013,7,158,0,76,13,7,6,4,3,5,0,0
1212,1973,Graduation,52845,8/13/2013,7,384,25,292,130,41,3,8,6,6,0,0
2541,1976,Graduation,24027,9/6/2013,7,14,7,11,11,0,2,2,3,8,0,0
10659,1979,2n Cycle,7500,7/5/2013,7,2,8,11,3,8,4,3,2,7,0,0
10905,1955,Graduation,42586,10/29/2012,7,194,2,56,0,0,5,4,6,8,1,0
8910,1955,Graduation,42586,10/29/2012,7,194,2,56,0,0,5,4,6,8,1,0
7349,1973,Basic,9722,2/10/2012,7,6,17,16,6,16,4,3,3,8,1,0
7872,1975,PhD,86836,12/9/2012,7,179,21,273,0,21,1,6,6,5,1,0
4290,1972,Graduation,30467,3/19/2014,8,1,3,8,2,5,1,1,2,7,0,0
7408,1952,PhD,54549,3/3/2014,8,216,2,6,0,0,2,5,4,7,0,0
9986,1982,Graduation,19444,2/22/2014,8,16,0,23,3,2,3,4,2,7,1,0
8235,1956,Master,69245,1/24/2014,8,428,30,214,80,30,2,6,10,3,0,0
10949,1963,PhD,72968,12/16/2013,8,1092,37,592,145,37,1,5,8,3,1,0
7284,1953,Graduation,48686,4/12/2013,8,10,0,7,2,0,1,1,2,8,0,0
9529,1990,Graduation,73687,11/28/2013,8,559,153,503,218,13,1,3,9,2,1,0
9930,1944,PhD,82716,5/11/2013,8,606,148,228,15,148,1,6,13,2,0,0
10270,1981,2n Cycle,35523,3/10/2013,8,11,5,22,12,5,2,3,3,7,0,0
760,1975,PhD,60554,9/8/2013,8,588,7,76,110,15,2,8,9,6,0,0
5519,1956,Graduation,64090,7/8/2013,8,316,58,161,76,51,1,6,4,5,1,0
232,1965,Graduation,61559,7/17/2013,8,279,83,88,32,14,1,4,10,3,0,0
3009,1962,PhD,71670,9/7/2013,8,1462,16,128,0,0,1,5,6,6,1,0
6518,1951,PhD,67680,11/6/2013,8,546,0,48,0,6,1,7,8,5,0,0
10669,1981,Graduation,54386,5/17/2013,8,277,21,64,62,21,2,3,10,3,0,0
5682,1953,PhD,64108,3/23/2013,8,948,10,86,13,21,4,6,11,5,0,0
1570,1951,PhD,69702,2/19/2013,8,664,9,240,50,19,2,7,10,4,0,0
1497,1952,Graduation,47958,1/19/2013,8,268,11,88,15,3,2,6,5,5,0,0
9723,1960,Graduation,67716,10/1/2013,8,530,142,217,62,9,4,7,13,5,0,0
7261,1971,Graduation,34600,1/1/2013,8,199,33,60,8,3,5,5,5,8,1,0
2452,1971,Graduation,34600,1/1/2013,8,199,33,60,8,3,5,5,5,8,1,0
5621,1969,Graduation,48752,12/12/2012,8,73,57,100,71,15,5,6,5,9,1,0
10995,1988,2n Cycle,15716,12/11/2012,8,16,5,30,8,7,3,3,4,8,0,1
7373,1952,PhD,46610,10/29/2012,8,96,12,96,33,22,6,4,6,6,1,0
5331,1977,Graduation,74985,11/9/2012,8,587,51,898,247,0,1,3,7,2,0,0
263,1945,PhD,45576,5/28/2014,9,56,19,29,2,14,1,3,3,8,1,0
4619,1945,PhD,113734,5/28/2014,9,6,2,3,1,262,0,27,0,1,0,0
940,1987,Graduation,57100,5/18/2014,9,158,11,99,15,11,2,3,7,3,0,0
10084,1972,Graduation,24434,5/18/2014,9,3,2,8,20,0,2,2,2,7,0,0
6019,1971,PhD,37126,3/30/2014,9,45,3,9,4,4,1,1,2,6,1,0
1463,1958,Graduation,45160,3/29/2014,9,8,2,5,3,0,1,1,2,7,0,0
6424,1977,Graduation,33178,1/30/2014,9,12,6,2,11,2,1,1,3,4,0,0
8233,1950,Master,64866,1/26/2014,9,508,5,21,7,5,4,7,7,5,0,0
1515,1975,Master,34176,1/22/2014,9,11,2,7,4,2,1,1,3,3,0,0
10855,1968,Master,50014,1/22/2014,9,234,14,77,19,10,2,4,8,5,0,0
10909,1948,Graduation,92344,1/15/2014,9,992,24,694,51,19,0,5,5,1,0,0
3376,1970,Master,55282,12/13/2013,9,125,6,73,8,4,1,3,6,4,0,0
10232,1963,PhD,48799,5/11/2013,9,174,18,81,28,6,3,3,7,3,0,0
5547,1982,PhD,84169,7/8/2013,9,1478,19,403,0,19,1,7,6,3,1,0
8362,1982,PhD,84169,7/8/2013,9,1478,19,403,0,19,1,7,6,3,1,0
3524,1971,Master,39763,4/8/2013,9,80,1,60,4,6,2,5,2,9,1,0
10095,1975,PhD,74165,1/5/2013,9,1001,12,240,16,12,1,5,10,2,0,0
8897,1965,Graduation,42720,4/24/2013,9,392,5,91,28,26,8,7,7,8,1,0
466,1944,Graduation,65275,3/4/2013,9,388,14,218,91,14,1,4,13,2,0,0
11025,1961,Graduation,36443,3/2/2013,9,65,0,46,4,3,4,3,3,8,0,0
2387,1952,Master,43776,3/2/2013,9,177,2,71,3,2,6,5,4,8,1,0
1618,1965,Graduation,56046,2/1/2013,9,577,0,64,0,0,2,10,8,8,1,0
25,1958,Graduation,65148,11/16/2012,9,460,35,422,33,12,2,6,7,4,0,0
3277,1955,Graduation,49431,3/8/2012,9,219,3,100,26,0,2,7,5,8,0,0
8566,1961,PhD,32583,6/15/2014,10,5,0,3,0,0,1,1,2,7,0,0
2634,1979,Master,16653,4/18/2014,10,5,7,31,15,4,3,2,3,6,1,0
8036,1971,2n Cycle,26850,4/18/2014,10,31,1,13,7,2,4,2,4,4,0,0
8159,1968,Graduation,51287,1/4/2014,10,117,0,22,13,0,3,4,3,7,0,0
7628,1973,2n Cycle,43050,3/18/2014,10,30,5,24,6,3,2,2,4,5,0,0
9597,1969,Graduation,73448,10/2/2014,10,236,106,189,23,41,1,7,9,4,0,0
1384,1992,Basic,17256,11/23/2013,10,6,4,14,8,8,2,2,2,8,0,0
10150,1961,Graduation,86429,11/21/2013,10,464,28,873,29,18,0,7,7,2,1,0
3885,1983,PhD,33569,10/16/2013,10,16,2,18,3,0,1,1,2,8,1,0
11003,1980,2n Cycle,25130,2/10/2013,10,2,5,7,0,18,2,2,3,7,0,0
8026,1952,Graduation,62998,9/30/2013,10,120,58,73,65,89,5,5,5,5,0,0
577,1976,2n Cycle,26907,8/20/2013,10,9,1,7,0,3,2,1,3,7,0,0
8702,1976,2n Cycle,26907,8/20/2013,10,9,1,7,0,3,2,1,3,7,0,0
5429,1948,PhD,45579,8/20/2013,10,145,1,33,2,1,1,4,4,6,0,0
977,1957,Graduation,47320,1/8/2013,10,200,19,111,50,15,6,5,8,6,0,0
2793,1976,PhD,70179,7/21/2013,10,532,88,168,69,44,3,7,13,5,0,0
1071,1976,PhD,70179,7/21/2013,10,532,88,168,69,44,3,7,13,5,0,0
5074,1986,Master,28072,8/7/2013,10,30,0,10,2,0,1,1,3,7,0,0
2632,1954,Graduation,50501,6/18/2013,10,297,0,38,13,0,7,5,4,6,1,0
6404,1969,Graduation,58917,3/24/2013,10,151,7,89,0,7,5,4,6,5,0,0
10240,1949,Graduation,69372,2/19/2013,10,997,26,269,34,13,1,10,6,4,1,0
2521,1971,Master,35178,10/1/2013,10,23,1,13,2,2,1,1,2,7,1,0
4301,1971,Master,35178,10/1/2013,10,23,1,13,2,2,1,1,2,7,1,0
7381,1968,Graduation,75693,6/12/2012,10,797,153,293,72,97,1,11,6,4,1,0
2407,1982,Graduation,69109,9/11/2012,10,823,25,459,124,29,1,6,7,4,1,0
9064,1982,Graduation,69109,9/11/2012,10,823,25,459,124,29,1,6,7,4,1,0
5067,1994,Graduation,80134,2/14/2014,11,966,26,282,52,26,1,2,11,5,0,0
10281,1970,Graduation,64713,7/2/2014,11,180,60,241,13,54,2,5,7,4,1,0
11191,1986,Graduation,41411,7/12/2013,11,37,32,38,11,3,1,2,4,6,0,0
1994,1983,Graduation,,11/15/2013,11,5,5,6,0,2,1,1,2,7,0,0
2552,1955,PhD,55521,10/22/2013,11,416,0,26,0,0,9,6,6,7,1,0
6720,1968,Master,43795,10/16/2013,11,314,11,53,4,3,3,7,4,7,1,0
4557,1970,Graduation,22070,4/10/2013,11,10,7,19,8,2,2,2,2,6,0,0
1183,1949,Master,36408,9/21/2013,11,9,1,4,3,2,1,1,2,6,0,0
4186,1950,Graduation,34026,5/8/2013,11,18,6,15,12,8,3,2,3,5,0,0
1419,1950,Graduation,34026,5/8/2013,11,18,6,15,12,8,3,2,3,5,0,0
967,1976,Graduation,46049,7/21/2013,11,342,9,112,19,14,10,5,9,7,1,0
1048,1972,Master,35641,7/14/2013,11,63,3,67,8,9,2,3,4,7,1,0
9262,1984,2n Cycle,32414,4/7/2013,11,20,6,5,0,9,1,1,3,7,0,0
3427,1955,PhD,59821,12/4/2013,11,629,0,70,0,0,6,11,7,8,0,0
5892,1980,Graduation,34968,10/4/2013,11,158,6,45,8,2,7,3,5,7,0,0
8911,1967,PhD,56320,8/4/2013,11,201,53,172,116,77,3,5,9,4,0,0
6606,1969,Master,70091,3/31/2013,11,964,34,137,15,0,2,5,10,8,0,0
2677,1956,Graduation,46097,3/31/2013,11,72,24,68,65,4,5,3,6,4,0,0
252,1963,PhD,41003,3/17/2013,11,123,133,142,71,44,1,6,8,6,0,0
9860,1959,Graduation,44911,3/15/2013,11,159,0,22,2,1,3,4,4,7,0,0
1388,1975,Graduation,33249,2/20/2013,11,6,10,21,19,14,2,2,3,6,0,0
979,1975,Graduation,33249,2/20/2013,11,6,10,21,19,14,2,2,3,6,0,0
7494,1950,PhD,42873,1/21/2013,11,209,0,40,3,2,4,6,4,8,0,0
10490,1969,PhD,51039,10/12/2012,11,100,64,79,65,0,2,6,4,7,0,0
3403,1958,PhD,78952,9/24/2012,11,1170,19,594,99,76,2,2,12,6,0,0
2715,1966,Master,29435,6/8/2012,11,70,3,37,4,2,4,3,2,9,1,0
4828,1954,Graduation,79865,6/18/2014,12,71,99,278,185,121,1,5,5,1,0,0
92,1988,Graduation,34176,12/5/2014,12,5,7,24,19,14,4,3,4,6,0,0
3312,1988,Graduation,34176,12/5/2014,12,5,7,24,19,14,4,3,4,6,0,0
11176,1970,PhD,65968,12/5/2014,12,376,9,83,19,4,2,5,7,3,0,0
1446,1956,Master,86424,5/4/2014,12,387,68,569,89,45,1,6,12,1,0,0
9699,1966,Graduation,67272,12/21/2013,12,357,35,271,28,28,3,6,12,5,0,0
9790,1957,Graduation,78499,11/23/2013,12,912,72,170,47,36,1,11,4,4,1,0
2324,1972,Graduation,77044,10/27/2013,12,625,38,242,50,34,2,7,11,4,0,0
5080,1993,Graduation,70515,10/21/2013,12,420,0,452,182,64,1,6,4,2,1,0
4992,1975,Master,17459,9/19/2013,12,6,4,16,3,10,3,3,2,7,1,0
7849,1970,PhD,80336,9/9/2013,12,209,19,456,160,142,1,2,13,1,0,0
4808,1956,Graduation,15759,5/9/2013,12,1,2,5,6,0,1,1,2,7,0,0
10401,1976,2n Cycle,26326,4/9/2013,12,1,0,5,0,3,1,0,3,3,0,1
7793,1976,Graduation,62061,8/31/2013,12,641,7,84,0,30,3,10,7,6,0,0
9303,1976,Graduation,5305,7/30/2013,12,12,4,7,1,3,0,1,0,13,0,0
6853,1982,Master,75777,4/7/2013,12,712,26,538,69,13,1,3,11,1,1,0
7366,1982,Master,75777,4/7/2013,12,712,26,538,69,13,1,3,11,1,1,0
9780,1971,Master,71499,6/25/2013,12,465,25,132,136,0,2,8,13,4,0,0
7573,1978,PhD,31626,10/5/2013,12,39,1,9,2,1,1,2,2,7,1,0
1379,1992,Master,42670,4/27/2013,12,154,2,46,20,4,1,4,4,4,0,0
8923,1973,Graduation,83917,4/18/2013,12,514,22,732,42,198,1,6,7,3,1,0
3547,1969,Master,41021,12/30/2012,12,14,7,9,6,16,2,2,3,6,1,0
8707,1956,Graduation,79456,8/22/2012,12,565,42,548,64,83,1,5,4,3,1,0
1891,1980,Master,78789,8/8/2012,12,667,50,850,21,83,1,4,5,2,1,0
6271,1952,PhD,50870,6/19/2014,13,53,0,8,0,0,1,2,3,5,0,0
